onca,caseiro,notícia,comment_text
1,1,1,Deus falou pra ADÃO  DOMINE SOBRE TUDO MAS HOJE OS ANIMAIS DOMINA SOBRE O HOMEM
1,0,1,Comunidade já era pra tá ligado vendo rastro
1,1,1,"Foi isso que comentei, e inclusive porque não havia cães nesta moradia, com certeza agora vão adquirir cães, pois além de espantar a onça, são os melhores amigos do homem."
0,1,1,A inversão de valores de um tempo para cá colocou o ser humano menos que nada
1,1,1,Precisa saber se foi essa mesma onça ou outra que matou o seu Jorge.
1,2,1,Meu Deus isso tudo é muito triste  meus sinceros sentimentos a todos os familiares e amigos
0,1,1,Tinha q passar o cartucho tem muita onça 1 ñ vai fazer falta
0,2,1,eu sou ser humano que tenho afeto pela humanidade.. como essa onça matou o seu jorge.. tem que ser sacrificado.
1,1,1,"Não deu nem tempo dele pensar, foi um ataque muito rápido e brutal ela foi direto no cérebro dele."
1,1,1,Dizem que o senhor Jorge já estava habituado a ver essas onças por ali. 😮
1,1,1,"Agr se fosse um humano que tivesse matado a onça estaria lá atrás das grades, sofrendo maus tratos, ninguém ligando se estava precisando de medicamentos ou algo do tipo, agr quando uma onça mata um humano receber os melhores cuidados e medicamentos quando e preciso!<br>Moral da história: nesse mundo o serviço humano não tem valor nenhum 🤷🏻‍♂️"
1,1,2,"Parabéns  pela Narrativa!! Muito boa!!! Embora triste o assunto, o fato delicadamente  narrado.."
1,1,1,"@AlineSilva-kq2wi  sim as vezes, mas geralmente preferem fugir mesmo sendo mais fortes, e os cães alertam para qualquer sinal estranho !"
1,0,1,"talvez seu Jorge pensava que a onça já estava mansa, e poderia ter afinidade com ele, como ele é um felino selvagem, a fome gritou, minha mãe me falou que as onças esturravam bem próximo de casa, isso há 60 anos atrás, a casa era feita de palha,um tapiri pequeno, uma família com 5 crianças, agora vc imagina se não houvesse alimentação pra elas avontade, eu não estaria aquí pra contar essa história,a criação de Deus é perfeita."
0,1,1,Tbm acho .um bebê jogado não mexe pessoas tanto mais. Um bicho uma árvore tem ser cuidados. E seres humanos. ?
2,0,1,Esse ataque ja estava premeditado porque ja tinham rastros do animal no quintal e varias vezes ela apareceu faltou o cuidado de sempre ficar atento e vigiar aonde ia e esta preparado ao ataque tinha que estar com uma armas pelo menos pra assustar ela pra se afastar do lugar.
1,1,1,Pela sua lógica você não poderia estar morando neste planeta já que tudo aqui um dia foi uma floresta.
1,1,1,"E ela também já estava velha, então não conseguia pegar outras presas e estava com muita fome"
1,1,1,"Pegaram a onça errada!<br><br>Lembra que uma semana antes teve duas onças disputando território?<br><br>A onça magra e velha era a que seu Jorge alimentava com peixe. A nova onça, forte e jovem, que veio disputar o território e venceu essa onça velha, é que predou.<br><br>Por que a onça que acabou de comer 50kg de carne voltaria atrás de 5kg de peixe?<br><br>Porque não é a mesma onça!"
1,1,1,onça  sempre vai fazer isso c humanos ou animais.somos visto como comida.
2,1,1,A onça tá no lugar dela o homem que não respeita  .infelizmente  deu no que deu  animal não é batizado  vamos respeitar sua privacidade.😢😢
1,1,1,Cachorro não se cria aonde tem onças
1,1,1,E se fosse alguém de sua família?
1,1,2,o melhor vídeo que narrou a história de seu Jorge e a onça 👏👏👏👏👏👏
0,1,1,"Por isso que uma mulher matou uma.. ela teve q pagar pro Ibama,, agora quero ver se o Ibama vai pagar a vida desse senhor"
1,1,1,Há um depoimento em vídeo de uma pessoa do local descrevendo o ataque. <br>Ela diz que viu tudo o que as câmeras gravaram. Só que os vídeos ainda não foram divulgados.
0,1,1,"TANTA CAPIVARA, PEIXES, JACARÉS E ESSA ONÇA QUIS COMER JUSTAMENTE UM HUMANO... MISERICÓRDIA.."
1,1,1,@meuDi207 assim eu que não quero ser morto comido pr ser omenagiado
1,2,1,Meu Deus muito triste sentimentos a família
1,1,1,&quot;Fome extrema&quot;! Cadê os javalis e as capivaras que tanto prejudicam que não estão aí servindo de alimento? Esse povo que se chama polícia ambiental não estudou isso antes? Agora que eles vão estudar é? O que fazem todos os dias no seu trabalho? Isso ninguém pergunta!
0,2,1,QUEM TEM CULPA É O SENHOR QUE MORREU. É CADA COMENTÁRIO. PENA QUE NÃO TINHA ARMA PARA MATAR A ONÇA. A VIDA DO SER HUMANO É MUITO MAIS IMPORTANTE DO QUE A VIDA  DE UM ANIMAL
1,1,1,"A BRIGA DAS ONÇAS 🐆 NÃO FOI POR CIÚMES, FOI PELA PRESA, AS 3 QUERIA ABATER, É MOMENTO DE SE PREOCUPAR"
1,1,1,Pois é. O ser humano fica revoltado quando o universo demonstra a nossa fragilidade.
2,1,1,Uma fatalidade.... Mas estamos falando de um animal irracional.  Acredito que sempre em primeiro lugar a vida humana. As pessoas que vovem em lugares de riscos nao devem se acomodar e ficar sempre atentas
2,2,1,"Está certo  tem que pegar  viva e faze pesquisa  e tem que colocar  no rincito até sua morte  mais <a href=""http://antes.de/"">antes.de</a> morre por na tural tem que está observando  ela o instinto dela há seres humanos e descrubi   o que foi mesmo  para ela ataca senhor  Jorge  que.deus colocar  em bom lugar  que Deus da conforto  na vida deles"
1,0,1,"Pois seu marido FOI por acaso,mas esse sr vitimas da onca ( Nao quero dizer que ele FOI culpado ,minha eterna condolences) ja Tinha percebido O perigo ao qual se encontrava E insistiu em manter Sem nenhuma seguranca ."
1,1,1,Fez a coisa correta
0,1,1,Tem que tomar cuidado pq esse animal atacou ele e atacou a equipe de resgate ela ta com sede de sangue humano
0,1,1,Se fosse um dos meus parentes essa onça estaria  morta há muito tempo
1,0,1,Ele viveu la mais de 15 anos naquele lugar. Sabia sim dos perigos
1,1,2,"Pra mim, foi o canal de melhor matéria sobre esse acontecimento."
0,1,1,"Em meados de 2009-2010, um jovem de Cáceres deixou os estudos para ajudar o pai na coleta de iscas (tuvira). Ele ia até o mato e dormia lá, fazendo cevas e armadilhas para capturar as iscas. Armava uma barraca e pernoitava nela. Numa madrugada, uma onça pintada rasgou a barraca dele e o arrastou para fora. Quando encontraram os restos dele, estava bem mutilado. Essas feras são perigosas e traiçoeiras."
1,1,2,Muito bom seu vídeo 🔺 ♥️ 🐆 😻🫶🩸
1,1,1,Mas onças tmbm atacam cachorros
1,1,1,"Nesse feriado eu e meu marido vimos uma onça parda perto do acostamento na BR 262, a noite...no trecho entre Ribas do Rio pardo e Água clara."
1,0,1,"Verdade olha , tenho dó da situação mais ele não se preocupou"
2,1,1,"Agora,  a culpa é da onça?<br>O homem provoca a natureza sem dó e quer sair impune?  O Jorge pode até não ter culpa, não sei da história, a culpa continua sendo do homem e não do animal.  Vai matar quantos animais pra se de defender? O correto não é punir  quem está causando o desmatamento? Começa pelo inútil do pres1dente!"
1,1,1,"Claro temos cuidar árvores, animais.  Seres humanos morando mal ruas sem comida sem cama dormir. Dormindo em cima papelão . p se pensar"
2,1,1,"Esse Brasil é uma vergonha e nunca vai para frente. <br>Tem vários predadores sexuais matando e abusando de mulheres e crianças não vê um abençoado pedindo justiça ou morte.<br>Agora a onça um animal irracional com instinto de caçar para sobreviver, ataca raramente e vem milhares querendo tirar a vida dela ou cobrar justiça. <br>Esse é o Brasil 😂🤦🏽"
1,1,1,Hoje um animal vale mais que um ser humano que pais das leis tortas
1,1,1,Muitos são pessoas simples..ninguém sente falta..ou a câmeras pra registrar
2,1,1,C o ser humano e assim TMB. Um homen mata a mulher e condenado e responde em liberdade. Isso qnd  sai pela porta da delegacia. Porq não foi preso em flagrante. E nós sustentamos. A onça pelo menos e irracional
2,1,1,Egoista.<br>Animais tambem gosta de viver
1,1,1,"Exceto na parte q diz no dia seguinte sentiram a falta dele,sendo q na mesma manhã eles já tinham notado q a onça tinha pegado ele pois viram sangue e o crânio dele esmagado na passarela"
1,1,1,As queimadas fez um desequilíbrio n mata n bioma isso alterou a rotina dos animais
1,1,1,Concordo   se  numa  região  q  não  tem  outros  animais grandes  pra  onça  se  alimentar  tipo  vacas ovelhas  poucos .a  onça  não  pode  se  amiga de  seres umanos tem  q  ex-sister  um  cuidado  amais  da  parte  do  seres humanos
1,1,1,A onça não será solta..
0,1,1,Como ele tem família aí se souta ela cera abatida pelo menos se fosse um parente meu provavelmente ela teria sido abatida antes de ser capturada.
1,1,1,Um facão bem afiado um  38 até as guelas uma 12 com baletao tudo em resolvido
1,1,1,"Aproveitavam e passavam o cartucho em ti também,     mais 💩 menos 💩 <br>😂😂"
1,1,1,Coitado dos cachorros.<br>Teria sim que ter uma espingarda mto potente.
2,2,1,"As pessoas tem que entender  que eles envadem o território  dos animais, tem q respeitar ...pohha isso  é  uma agressão  contra a natureza ... eu lamento  muito  pela  seu Jorge  tadinho ele só  foi uma vítima desses fazendeiros  que desmatam a florestas  para  fazer fazenda. E ainda querem ter ração,  mesmo agredindo a  a natureza."
1,2,1,"Meu Deus,seu jorge era muito corajoso,se eu sei que tem uma onça em algum lugar eu não fico la.<br>Tenho medo até de sapo,não consigo passar perto quando vejo um.<br>Que ele descansa em paz,morreu trabalhando 😢"
1,2,1,PARABÉNS pelo comentário.<br>Meus SENTIMENTOS a família.
0,1,1,"&quot;Essa história de que onça não é predador de humanos, é conversa de biólogo de Zoo, quero vê na floresta aberta do jeito que vivemos.&quot; Disse o indígena, e eu concordo plenamente."
1,1,1,Quando a gente falava MEU DEUS NUNCA VI ISSO ANTES...meu finado pai falava MEU FILHO NUNCA SE COMEÇA PELA SEGUNDA VEZ (SEMPRE TEM A PRIMEIRA)
1,1,1,"Ao meu ver esse animal foi sevado pela frequência que ele estava ai, nas proximidades da casa, acabou despraticando a caça e acabou comendo o sevador em um ato de desespero causado pela fome, tão lógico que um animal desse em pleno Pantanal não era para estar desnutrido dessa forma que esse estava, tem alguma coisa que não bate!!!"
1,1,1,é impressionante as leis do Brasil proger essas feras que tira a vida de ser humano será que uma onça vale que uma vida humana
1,1,1,"O vídeo começa <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=366"">6:06</a>"
1,1,0,Nossa como IA aumenta.... o cara vivia sozinho a quase 20 an9s... como outros ouviram a onça???   Se era 150 km da  cidade??
1,1,1,@@danielabarreto3007 cada merda que agente tem que ler.. quem está falando sobre isso.. os dois neurônios a menos em algumas fazem muita diferença
1,2,2,"Animaçao perfeita, Como faz alguem sabe? Parabens pelo video, meus pesames a familia"
1,0,1,Meu chara também já sabia da onça do perigo mas na deu a mínima aí no q deu eu heim
0,1,1,Essa onça é criminosa
1,1,1,Exatamente
2,2,1,"Mas é verdade, tanto ele quanto ela perderam o medo um do outro. Porém, ele foi ingênuo e ela predadora. Não que ele estevisse errado, mas ele agiu como humano e ela como onça. E só."
2,2,1,"Eu sinto muito pelo senhor jorge😢 muito triste...mais temos que ter conciência que são animais selvagens em meio ao seu habitar natural, seres irracionais movidos pelo seus extintos de caça e proteção ."
1,0,1,"Certamente eles alimentavam esse animal e por isso ele se mantinha por ai mesmo. Comia o que deixavam pra ele, por essa razão nem caçava mais, ficava à espreita e por falta de alimento, atacou ele. 😢"
2,1,1,Concordo também o animal não tem culpa
2,1,1,"Felinos,são muito.inteligentes"
0,1,1,Que deus conforte os fMihliaris  a lei e fraca a vida da onça e mais valiosa do que o çer humano que pena
0,1,1,COM URGENCIA RECOLHER ESTAS ONÇAS QUE ESTÃO SOLTAS POR FAVOR
1,1,1,Tem os marruás também
1,1,1,Concordo plenamente com vc
1,1,1,"Mentira, muita presa no rio, ou na mata. O homem tem que proteger primeiro a sua espécie, e sua família"
0,1,1,SER HUMANO É MAIS IMPORTANTE QUE UM ANIMAL.
1,1,1,Igual pitbull
1,1,2,Exepcional 👏👏👏
1,0,1,"O que leva a pensar, que não andavam armado? Está errado, à arma faz parte da indumentária do pantaneiro, no entanto a rotina, e a convivência pacífica, com onças pintadas, parda,  jacarés, cobras, leva ao descuido, o homem não faz parte do cardápio predatório, apesar desse não nos ver como ameaça,  somos algo que não aprendeu à predar, no caso exposto, que levou a fatalidade, o histórico nos leva a concluir que aquela área,  virou seu território,  a onça passou a viver ali, encontrar alimentos com facilidade, e segurança,  e a convivência pacífica com humanos, inclusive existe relatos , que a onça brigava com outras invasoras, pela manhã, ela ficava na redondeza, observava os seres humanos, e nunca os atacou, nesse dia algo fora da rotina  aconteceu,  o dia demorou a raiar,  eles se encontraram bruscamente, e  ouve o embate fatal...No dia seguinte o animal estava lá no seu território e agora com novo cardápio..."
1,1,1,Se filmaram ela próximo a casa <br>Onde está o vídeo na hora do incidente??
1,0,1,O seu jorge alimentava a onca todo dia <br>E por isso a onca tava ai no dia do ataque
1,1,1,"Onde você mora já foi habitat de algum animal, agora o animal aí é vc"
1,0,1,Ele com 60 anos fazendo isso e nunca ocorreu nada...estava confiante
1,1,1,"​@@Carl-n5lnesse local, aonde tem onça..  fazia uma casa para cachorro de grande porte. Que cabesse, 10 cachorro da fila brasileiro 🇧🇷.  De dia soltava 3 fila brasileiro.  De noite, até de manhã.  Todos ficaria solto .  Os 10 cachorro fila brasileiro"
1,1,1,Vdd eu n teria pena
1,1,1,A fome as demarcação os animais estão sem saída p casar poriso não desmate não coloquem as mão no que deús deixo conservem e triste mas foi isso fome.teiste foi o homem.ataque fugiria mas é fome gritando por comidas pare de destruírem.
2,1,1,"Se tem afeto pela humanidade, então não pode pregar a morte da onça.<br><br>É crime."
0,1,1,"Oq surpreende é a onca n ter atacado antes, n se pode confiar em animal selvagem"
0,0,1,"Quando era criança tinha em torno de 13 anos, morávamos no interior e eu gostava muito de ir passear em uns vizinhos nosso para assistir TV porque não tínhamos luz em casa naquele tenpo e conversar com eles eram umas pessoas muito humildes, mas senpre me perdia no horário e voltava pr casa sempre a noite e tinha que subir uma serra de mais ou menos uns 3 quilômetros. Teve um dia que fui passear lá senpre fazia isso já estva acostumado com o trajeto e o passeio e já tinha até perdido o medo do escuro, mas neste dia estava claro pois havia um linda Lua no céu, estava subindo esse morro pela estrada no lado esquerdo havia um proteiro onde tinha gado e ao lado direito abaixo uma plantação de Azevem que pr quem não conhece é um tipo de pastagem, derepente eu ousso um barulho de corrida no porteiro e patas no chão, não liguei pensei deve ser o gado fazemdo barulhos atoa, e derepente eu osso um pulo por detrás de vindo do proteiro, aquilo havia pulado a cerca que ficava encima do baranco, baranco dava de 2 a 3 metros de altura e a cerca mais 1 metro ou seja 4 metros em tudo. Quando escutei esse barulho do bicho pulando e caindo atrás de mim na plantação de Azevem e fazendo barulho nas pedras da estrada que havia na lateral da estrada, me apavorei e instintivamente comecei a correr e aquilo vinha atrás de mim correndo para me pegar, não tive coragem de olhar para trás para ver o que era 😅, pois sabia se fizesse isso iria ficar paralisado de medo então continuei correndo, em uma curva da estrada tive até que frear morro acima pr fazer ela de tanta corrida que estava, corri tanto que quando me deparei já estva no top do morro aí os cachorros de um vizinho próximo começaram a latir e aquilo parou de me seguir, eu calculo que fiz esse 3 quilômetro em 5 segundos não sei se foi adrenalina que fez isso ou se sou de outro planeta 😅, mas a corrida foi igual a do flash nessa hora creio que viramos super humanos 😂😂, mas enfim por muito tenpo fiquei penando que seria uma assombração me asustando pois quem morra noninterior sabe que isso é rotineiro, mas hj em dia temho certeza que escapei do ataque de uma onça e creio que ela já estva de vista em mim a tenpo igual ao que aconteceu ao senhor do vídeo, não sou especialista mas creio que os animais estão se adaptando ao ser humano e tratar eles com ingenuidade é pedir para ser a próxima presa."
1,2,1,"Triste tragédia,que Deus conforte toda família e familiares de Jorge"
0,1,1,Concordo o que diz dão mais valor a besta fera do que a vida do ser humano
1,2,1,Muito triste meu Senhor.Meus sentimentos a todos os familiares e amigos nesse momento de tamanha dor!!!🙏🙏🙏
1,1,1,"Pra esses que estão dizendo que a culpa é do homem ou do ser humano que invadiu o território dos animais ou da onça, onde é mesmo o território do homem ? é em qual planeta vocês sabem?"
1,1,2,Ótimo vídeo. Parabéns ao canal.
1,2,1,"Qual o motivo que levou o  animal  a mudar o seus hábitos, pelo que sabemos , onça evita contato com seres humanos.<br>     Alguma coisa que fez com que mudasse esse hábito, território,  falta de presas , alguma doença, período de reprodução.<br>   O esclarecimento se faz necessário, para que não volte a acontecer .<br>   Meus sentimentos a família e amigos do Sr. Jorge  Avalos.😌🙏"
1,1,1,Não tem alma....ñ
1,1,1,"Foi encontrado jorge a 200mtro do local , e não 50mt"
1,1,1,"Eitaaaa,ganhar na loteria !"
0,1,1,Vc compara a vida de um ser humano com a liberdade de animal?
1,2,1,Tadinho do Senhor Jorge.😢 Morte horrível!
1,1,0,"Quem acompanhou esse caso tão bem documentado como eu sabe que esse video ficou uma 💩 mal feita, é bem destorcida."
0,1,1,"Valorizar  a  vida de um  ser humano  sim,  vida  de  um animal    selvagem  só  com  calibre  12  e de preferência  2  canos."
1,1,1,Muito triste 😢😢
1,1,1,Por que a Polícia Ambiental não capturou a onça antes dela retornar ao mesmo lugar onde deixou os rastros? Quanta incompetência. Precisou um ser humano ser devorado para tomar a iniciativa.
1,0,1,Achou que podia ser amigo da onça.
1,1,1,Os animais estão perdendo seu habitat natural. As caças abatidas pelo próprio homem e as florestas sendo devastadas por incêndio e pelo próprio homem tbm. É triste!😢😢😢
1,1,1,Fato
1,1,1,Falta de alimento? O que mais tem é capivara nesse lugar..fora outros animais e peixes .. jacarés....
2,2,1,"Meus sentimentos aos familiares 😢 muito triste o que aconteceu, lamentável 😢😢. Só que as pessoas esquecem que é um animal selvagem da matas, são caçadores. Os animais selvagem não tem sentimentos e não sabem se sua presas são humanos ou bichos, infelizmente foi um acidente uma morte muito horrível 😞. Os próprios seres humanos não tem piedade da sua própria raça matam, estrupa, jogam seus filhos recém nascidos no lixo, matam seus próprios filhos e filhos matam seus próprios pais, essa raça sim é perigosa, e fazem sem ter um sentimento e dor ao próximo..... A pior raça não é os animais selvagem, e sim o próprio seres humanos."
1,1,1,Que liberdade  gente  nois tá  sem valor agora a onça  tem mais valor que um ser humano  vai pra casa
1,1,1,Se tivesse preocupado teria feito.<br>Só pensa no suor
2,1,1,"Que assassino? <br>Aqui estou vendo só um animal silvestre tratando um humano como presa, por fome, por domínio do território, por alguém ter alimentado e ter acostumado a dar algo ao animal. <br>As pessoas tomam conta do habitat do bicho e o bicho que é “assassino”. <br>Assassinato pra mim é quem de maneira racional mata o outro por pura maldade. <br>Esses felinos tendem a se manter longe da raça humana. Então, há algo por trás desse trágico fato."
0,1,1,"no norte de Minas uma onça pregou uma menina ela desceu do ônibus e não tinha ninguém esperando ela,mais constataram que foi onça"
1,1,1,Lugar dece não pode andar desarmado e sempre atento mesmo assim e perigoso
1,1,1,@flora7602  é isso mesmo ...  triste  realidade  😢
1,1,1,"@@TheMariopires1 podes morar na floresta desde que respeite os animais. Os índios vivem com eles e sabem que não devem dar nenhum tipo de alimento fora da cadeia alimentar de qualquer tipo de animal, são sábios! Os da cidade querem dar alimentos para fazer selfies e o feitiço virando contra o feiticeiro"
1,1,1,Falou tudo. Ainda estão em seu hábitat.
2,1,1,São muito inteligentes 😮
1,1,1,Com onça não se brinca.
1,1,1,"Era lugar de turismo então não podia, o Sobrinho do Jorge já disse que ninguém ficava no emprego, somente o Jorge ficava pois não tinha medo das onças, ele já chegou a sair, só que o patrão pediu pra ele voltar"
0,1,1,O ser umano no Brasil não  têm  valores as feras é  outros animais têm  muito mais valor e ece Brasil ama mais uma fera doque a vida de um trabalhador uo até  mesmo uma criança  enocente ajente fica muito revoltado com essas Leis sujas porcas dê  quém  não  têm  amor no CORAÇÃO
0,1,1,"Tinham que te  matado ela sim , e um bicho do mato muito perigoso todos nos sabemos disso  mas pelo oque estou vendo a vida desse monstro vale mais doque a <br>vida desse Senhor 🥹😡"
1,1,1,"Era uma onça  macho, não tinha filhotes."
1,0,1,Como Ele já sabia que o Animal já rondava aquele ambiente a casa 🏠 Ele deveria anda sempre armado
0,1,1,Quem gosta de cobras de onças leva pra casa
1,1,1,Vá dizer que um bichão desse não tem consciência?
1,1,1,Um dia isso acaba acontecendo ​@@gilbertovinhas
1,1,1,"Essa onça é velha, então já não conseguia caçar essas presas"
1,1,1,Larga mão de falar bosta  é só vc não invadir o habitat dos animais que  nenhum te ataca
0,1,1,Tiro de advertência isso e brincadeira né ai deram tiro para cima ai fizeram crime tiro alheio ai pagarão a onça vam arrumar um advogado para ela também para audiência de custódia minha gente se foi um vida humana ai um animal miserável desse destruído vida humana te mais valor quem defende e porque não foi um parente deles um filho um pai um mãe e ai
1,1,1,Chega de entender de onça<br>Foi uma tragédia<br>A onça já foi presa<br>Cenas as onças e depois matam
1,1,1,"Tudo  tem limite , ate quando vai isso ..<br>."
0,1,1,Teria sim se tivesse um 12 sacadeira eu não ando em mato que tem onça cem arma nem que me pague o mal das pessoas é acreditar no mito que onça não ataca humano 😂😂😂
1,1,1,Deus abençoe <br>Jesus estar voltando
1,1,1,Meu nome é❤❤❤❤
1,1,1,Meu Deus 😢Muito triste...
1,1,1,meu Deus misericórdia  e terrível  DEUS fez os animais mas o homem tem que se preparar pra o que der e vier 😢😢😢😢
1,1,1,"Quando aquele que filmou as pegadas, dizendo, Jorge a onça vai te comer,,eu creio que ja tinha sido um aviso de Deus."
1,2,2,Muito triste tudo isso! Meus sentimentos a toda família. E que narração suave conseguir vi todo vídeo! Só não foi falado do dono dá casa ou chácara ou fazenda . Algum depoimento dele <br>De alerta nas câmeras. Enfim muito delicado .
1,1,1,A lição dada é: respeitem a natureza do animal. Respeito cabe em todo lugar até na natureza
1,1,1,"Hoje em dia os homens invadem o espaço dos animais,e fora que o ser humano em si não vale nada ,sou mais os animais"
1,1,1,"LULA É  O CULPADO PELA MORTE DO SR. JORGE.... LULA TIROU O DIREITO DO SR. JORGE , A TER UMA ARMMAAAAA..!!!"
1,0,1,"O cara sabendo do perigo,e não tomou providência, achando que onça não ataca seres humanos,confiou demais , e teve coragem demais de está ali sem uma arma de fogo, não podemos desleixar com a vida."
0,2,1,Realmente ela já estava monitorando pra caçar...ela já havia escolhido a presa (Jorge)...<br>Minha Condolências a família de Jorge.
1,1,1,Muita coincidência esse vídeo dias antes!
1,2,2,Ótima  reportagem  que Deus  dê ao senhor  luz  meus  sentimentos  a  Família  Jesus  abençoe
0,1,1,Capturaram uma onça ok? Mas e as outras ??? Essa ta muito magra pra quem comeu meio homem!!! Então tem que capturar todas da área... Porque elas vao continuar sendo um perigo mortal...
1,1,1,Todo cuidado é pouco!
2,2,1,"Sinto muito pelo senhor Jorge, coitado!<br>Todos os dias os seres humanos matam animais de forma cruel, as vezes pra comer ou por pura maldade. <br>A onça estava no habitat dela, não raciocina e estava com fome"
0,1,1,Revoltante não terem matado essa maldita onça
1,2,1,"O conhecimento nem sempre da o domínio sobre algo, nesse caso, a natureza. Muito triste. Que Deus conforte a família e amigos"
1,1,1,"Não. Trabalho manual mesmo, edição própria. Algumas cenas ilustrativas eu fiz com ia para complementar, mas no geral, tudo eu."
0,1,1,Era pra executa porque a onça mato
1,1,1,"Falo por mim, vivo tanto longe da natureza, que quando tem algo assim fico chocada, mas natureza é natureza, brutal!"
1,0,1,"O MEDO é algo essencial para a nossa sobrevivência, o problema é que o ser humano subestima as coisas por se achar inteligente demais, de fato ele não teve medo, e talvez pelo costume em conviver com esses animais confiou que ela não o atacaria.😢"
1,1,1,Ele deve ser solto mais 30k para viver
1,1,1,"Ele poderia está com alguma arma pra sua proteção, que sofrimento esse homem passou, nunca desejo nem pra um inimigo o que ele sofreu"
1,0,1,"Um amigo meu que tem muito conhecimento sobre caça e sobre onças, e que ela já sabe que o ser humano está ali até antes de o ser humano enchergar ela ... E muitas das vs ela passa para mostrar sua presença, para não avança"
1,2,1,MEU DEUS QUE TRISTE TANTO SOFRIMENTOS PARA À FAMÍLIA..NÃO BRINQUEM COM ANIMAIS SELVAGEM ....MEUS SENTIMENTOS AOS FAMILIARES E AMIGOS QUI DEUS IHE DÊ UM BOM LUGAR SEU JORGE...😂😢😮😅😊
0,1,1,Magra  nada  ela  ta e gorda  si deixa  ela  solta  ela  vai  matar  mais  pessoas
0,1,1,Não minha opinião os parentes do seu Jorge tinha que ter dado cabo deste demônio. Deixou quem levou seu ente querido viver isso não entrar na minha cabeça
1,1,1,Levam todos políticos e o STF lá pra elas comerem essas pragas do Brasil
1,1,1,"A escassez de presa natural, o desmatamento, a falta de cuidado com nossa Fauna e Flora, infelizmente essa é a conta que vamos pagar"
1,1,1,"Meus sentimentos a família, acompanhei os acontecimentos, muito triste o que aconteceu com seu Jorge.  Os sinais eram muitos, de algo terrível poderiam acontecer.😢"
1,0,1,Meus sentimentos para toda família e a amigos. <br>Descansa em paz Jorge 😢
1,1,2,Parabéns pela reportagem!! Muito bem narrada 👏👏👏
1,1,1,porque qi não manda a polícia ambiental morar lá agora
2,1,1,"O certo é ter cuidado. Os animais têm seu instinto e devem ser respeitados. Mais predador e nocivo que o ser humano, eu desconheço, nem por isso ninguém monta grupos para exterminar a espécie humana. Parabéns aos profissionais locais que capturaram o animal sem o machucar."
1,1,1,1 comentário 100  criticas meu deus 😒
1,1,1,"Viva com as onças, longe dos &quot;malditos&quot;, pelas suas palavras, se sentirá em casa."
0,1,1,"Já fui até uma fazenda, na beira do Araguaia, próxima onde gravaram a novela &quot;O Rei do gado&quot;, e no dia anterior uma onça tinha ido lá na varanda da casa... Bem complicado, fomos embora ao   anoitecer, todo mundo morrendo de medo, por ter que abrir as porteiras das outras fazendas para ir embora... <br><br>Em outra fazenda que passeamos, também no Goiás nas proximidades do Araguaia, a onça pegou uma ovelha a noite, e o caseiro ficou agoniado... Chegou de manhã na sede avisando que não era para ninguém andar só, dai eu já estava andando a cerca de 300 metros de distância da casa da sede, então vi em uma baixada os restos da ovelha, que estava uns outros 300 metros de distância de onde eu estava parada... O caseiro estava com a espingarda e me disse para ir voltando na direção dele sem virar de costas para o local onde estava os restos dilacerados da ovelha, voltamis para a casa da sede e daí fomos embora, o caseiro teve que ficar na fazenda, mas estava já atento... Provavelmente deve ter feito alguma coisa para espantar o bicho, mas ele deixou a onça com a ovelha caçada... <br><br>Basicamente eu prefiro evitar locais, que eu saíba que tenha animais desse tipo perto... <br><br>Nas chácaras em BSB estão tendo aparições de onças ultimamente... Até em áreas do centro na cidade, perto da Ponte JK já houve avistamentos desses felinos... <br><br>É sempre bom ter cuidado... Os animais estão se acostumando com as cidades e povoados, é mais fácil conseguir alimentos..."
1,1,1,Coitado...só Deus sabe o que sofreu nos ultimos minutos😢
2,1,1,A culpa não foi do animal
1,1,1,"Alguém viu a filmagem real? Eu vi as fotos... Bizarro, só sobrou metade do corpo do Sr.Jorge, as pernas .."
1,1,1,"Protejam as onças e ponham limites ao ser humano,o ser mais predatório do planeta 😂"
1,0,1,Se ela estava rondando a casa ele deveria ficar atento talvez pela idade ou inocência de viver ali sempre vendo esses animais junto por perto jamais pensou nessa possibilidade de ataque ....
1,1,1,Não sei como não tinha uma faca boa na cintura ou um revólver...foi muito descuido.nem cachorro tinha pelo quintal pra latir e avisar a chegada de algum animal estranho 😊
1,1,1,E o habitat do ser humano é onde?
1,1,1,Ele devia     ter dado  ouvido as  brincadeiras   e     ficado atento    aos  sinais   .❤
1,1,1,😢
1,1,1,A MANIA DO SER HUMANO É  ACHAR QUE SABE TUDO
1,1,1,Quem comete crime e o ser humano.
2,1,1,"O ser humano já fez coisas pióres com onças, matando o animal e exibindo como troféu , a onça é irracional , o ser humano é racional e mesmo assim não respeita a natureza matando desmatando destruindo o que Deus criou , não devemos culpar um animal irracional o karma cóbra."
1,1,1,Bom ☀️ dia.
1,1,1,"Acho que muita gente nao sabe o que eu ja sei, porque ja ouvi a muito tempo que vai chegar o dia em que os animais selvagens irão invadir as cidades em busca de alimentos, e podem ter certeza que eles nao vão pra supermercado não, vão comer o que ver pela frente(o que for carne, para animais carnívoros) e é claro que outros animais que se alimentam de outras coisas também virão, pela falta de alimentação nas florestas, e é biblico, que muitos dos seres humanos serão devorados pelas feras da terra."
