onca,caseiro,notícia,comment_text
1,1,1,"cara ficou quieto o corte todo e quando fala , n pode falar  ? tá ali pra q caralho. Cara é professor tem q falar. Richard tem de monte de conteúdo dele, Henrique quase n aparece em lugar nenhum"
1,2,1,"Qual o motivo que levou o  animal  a mudar o seus hábitos, pelo que sabemos , onça evita contato com seres humanos.<br>     Alguma coisa que fez com que mudasse esse hábito, território,  falta de presas , alguma doença, período de reprodução.<br>   O esclarecimento se faz necessário, para que não volte a acontecer .<br>   Meus sentimentos a família e amigos do Sr. Jorge  Avalos.😌🙏"
1,1,1,Se correr e pior esses bichos são traiçoeiro se for pra morrer e melhor morrer lutando mesmo que vamos morrer pelo menos tentamos
1,1,1,COLOCARAM OS CAITITUS COMO AMEAÇA E DESTRUIÇÃO DE LAVOURAS= AÍ OS CAC´S  CAIRAM PRA DENTRO DEVORANDO O CARDÁPIO DAS ONÇAS= A CAÇA  PREDATÓRIA FAZ COM QUE OS HOMENS SEJAM CAÇADOS OU NÃO?=OU RETROCEDE NA LEI DA CAÇA AOS CAITITUS OU MAIS CORPOS APARECERAM=CREIO EU PQ A NATUREZA REAGEM CONFORME A PRECISÃO CONTRA A EXTINÇÃO!!&quot;TOD@S NÓS SOMOS CULPADOS AO ASSISTIR CALAD@S.LEIS DESFAFORECENDO A CADEIA ALIMENTAR!!&quot;
0,1,1,"Aqui no Pará próximo a Altamira uma onça pegou uma criança,  fizeram muito esforço para encontrar o rapaz que matou essa onça ,e ainda é por que a criança era filho de uma prima do perfeito no município em que ocorreu o caso.o ser humano tem menos importância que esses animais."
1,2,1,Interessante que ninguem  se refere aos familiares do sr teve a vida ceifada pela onça
1,1,1,"Pode pegar uma onça doente contra um homem forte e com habilidades de luta, que ainda assim, a onça doente mata facilmente o homem. Quem dirá uma onça saudável de quase 100kg !! Não da nem pra ela brincar ...."
0,1,1,"Não consigo entender pq manter a narrativa de que: &quot;Onça não ataca seres humanos&quot;  sendo que já vimos e ouvimos diversas vezes sobre os ataques. Ajusta a narrativa, eu sei que os Biólogos precisam ter cuidado em suas palavras para não desencadear um conflito em massa onde os nativos e os fazendeiros comecem a exterminar as onças, eu sei disso.  Elas são animais, vorazes fortes e atacam sim, seja por fome, seja pra proteger território, seja por qualquer coisa, elas só precisam achar uma facilidade. É a natureza delas. Os ataques são raros pq quem vive onde tem onça tem cuidado, simples assim. O Jorginho infelizmente descuidou-se e pagou com a vida. Agora vai tu andar pela mata desarmado e vacilando achando que elas não vão te atacar pra tu ver...Por isso a narrativa de que &quot;Onça não ataca ser humano&quot; deve ser evitada, pois  tem gente acreditando em tudo que ver na internet. Respeito o trabalho dos biólogos, só não concordo com a narrativa. Onça ataca sim e pode ser o bixo que for, na hora que ela quiser, ela tem poder para isso e nós não controlamos a natureza dela no seu habitat e nem em cativeiro. Na hora que ela quiser merendar ou apenas abater qualquer outra espécie, ela vai fazer. Mora no mato? Cuide dos arredores, dos bixos etc, vai sair pro mato? Mais Cuidado ainda!"
1,2,1,Que  tragédia  meus  sentimentos  aos familiares  do  Jorge
1,1,1,Tomara que vaze poo agente quer saber das coisas
1,1,1,O assunto do vídeo não era violência urbana. O biólogo devia se concentrar no tema central.
0,1,1,Agora todo mundo quer falar  mata está onça
1,1,1,Só bota ela com toucinho
1,1,2,"Isso mesmo, começa nos <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=448"">7:28</a><br>Estava ótimo o vídeo até aparecer a desinformação!<br>Era Leopardo"
1,1,0,Cara vc é farsante sensacionalista engana os trouxas 😡🤬
1,1,1,eu quero saber a verdade sobre Jorge e a onça.
0,1,1,"Mas pensando bem talvez nem daria tempo de alguma organização que lida com esses animais chegar a tempo da captura por causa do local e ainda teriam que ter condições de se instalar la, então m4t4r esse animal seria uma defesa, por exemplo onde eu moro se aparecer uma cobra na minha casa não existe de jeito nenhum essa possibilidade de chamar uma captura então o jeito é m4t4r porque ou esse bicho fica e mata ou ele volta se não m4t4r€m."
1,1,1,"Não  foi só  uma onça,  foram duas onças,  possivelmente um casal."
1,1,1,O cara quer ensinar o Biólogo Henrique os procedimentos.
1,1,1,tudo q gente fala de ruim acontece mesmo
1,1,0,Tem gente q faz de tudo para ganhar views😂
1,1,1,"@lucaskandido  É verdade! Concordo plenamente com você. Na zona rural, todo cuidado é pouco."
2,1,1,"Seres humanos, do auge da sua &quot;coragem&quot; com rifles de caça, e do seu privilégio humano, exterminam animais a cada segundo que vc respira. Seja por caça, por esporte, por crueldade, por indiferença. A. Cada. Segundo. Que. Vc. Respira. (deu pra entender? Ou preciso deixar mais claro ou até desenhar?) animais estão sendo exterminados pelo orgulho e privilégio humano. Exterminados, caçados, torturados, tem seu habitat devastado por queimadas, etc. 1 única vez uma onça reverte o quadro, e chove imbecil falando &quot;vc valoriza mais a vida de uma onça do que um ser humano??? Ohhh seu monstro!!!!!&quot; Eis a hipocrisia do ser humano, é absolutamente sem limites e é nojento.  Onças (e incontáveis animais que venham à sua mente) são torturados com regularidade. Deixe sua hipocrisia de lado."
1,0,1,Idiotas q vivem desarmados...
1,1,1,Infelizmente não ia adiantar a onça pegou ele fora da casa quando ele foi olhar os barcos na beira do rio
1,1,0,"Não concordo com essa simulação. Quando ele viu a onça, ela ainda esta no chão, quando ele pensou em corre em sentido contrário, ela o cercou e o atacou já em cima da ponte, quebrou o seu crânio, provocando o óbito e o arrastou para a mata seguindo o curso do rio."
1,1,1,Palavras têm poder
1,1,0,É claro que ele parecia de um tema muito medo das onças irresponsável porque vocês falam que não é para matar onça que onça não ataca ninguém então ele confiou em vocês ele confiou em vocês que é especialista nisso daí e ele que se ferrou ele que se foi morto porque ele confiou em vocês que é biólogo que pesquisa esse tipo de animais então ele acreditou em vocês e ele que se levou a mal por isso que aquele Índio falou que quem sabe é só quem vive na mata e vocês não sabem nada😊😅😮😢😢😢😅😊😅😮😮😢😮😅🎉😂❤😂🎉🎉🎉❤🎉😢😮😮😮😅😊😢🎉😂❤❤❤😂❤🎉😢😮😅😅😊😊
2,0,1,"Humanos, deixem esse lugar para os animais! É o lar deles"
1,1,1,"Os humanos sempre viveram caçando a megafauna. Essa ideia do ser humano como sendo um animal frágil é falsa, sempre fomos terríveis, não devido unhas e dentes, mas devido nossas lanças, armadilhas e fogo. E hoje temos tapados achando que devemos viver nos alimentando só de plantas 😂"
1,2,1,Meus sinceros sentimentos para os familiares e amigos 😢😢
1,1,1,"Ei biólogo, o índio foi convincente na explanação dele sobre as onças. Parece que os indigenas não põe muita fé no &quot;conhecimento&quot; ques os pesquisadores propagam sobre o comportamento das onças."
1,1,1,Essa onça não tem características que comeu alguém está magra tadinha deve ser outra
1,1,1,"na minha opinião elis ainda não liberaram o vídeo pra não colocar pânico nas pessoas, pq o ataque de uma onça é sinistro, o meu colega falou q eli tava no mato uma veio pra cima deli  e qndo chegou próximo. eli se encostou em uma árvore 🎄 qndo ela veio pra cima deli,. q se alimentou pra pegar eli, eli pensou vou tora ela no meio,  e qdo eli deu a tercadad nela eli disse q só pegou no vento aí eli se desesperou e gritou pra os colegas e tentou correr mas ela cercou eli, aí eli ficou com as costas encostado na árvore 🎄 e foi qndo os amigos deli chegaram. e ela correu se fosse só eli já era, eli disse q ela é muito rápida, não têm como se defender ou correr"
0,1,1,"Era só  o que faltava! Já, já seremos responsabilizados pela extinção dos Dinossauros! Tem hora que parece que o mundo foi criado para os animais, sendo que a nós, seres humanos, sobraria o papel de alimento e, com muita sorte, de Pet! E para quê ter cidades, escolas, hospitais, universidades, lavouras, fábricas e etc.? Aliás, o mundo poderia ser uma grande floresta..."
0,1,1,​@@quintageracao1056é um bicho perigoso né mano kkkkk
1,1,1,"Ele não falou que elas NÃO ATACAM, disse apenas que é mais raro que outros felinos, óbvio que se um ser humano encontrar uma onça com fome, ela vai atacar."
1,1,1,"😢 meu Deus , imagina a dor desse cristão 😢"
1,1,1,​@@deadeadly a onça o senhor mds do ceu
1,1,0,"OIIIIII???? QUE HISTÓRIA É ESSA!! NAUM FOI NADA DISSO!! PQ MUDOU OS FATOS? ELE NAUM FOI ENCONTRADO &quot;FERIDO&quot;, FOI ENCONTRADO APENAS AS PERNAS DELE!! PQ ISSO??🤔🤔🤔🤔"
1,1,1,Kkkk
1,0,2,"Analisando bem o caso foi um ato de bobeira da parte do seu jorge. Pois no video mostra claramente o amigo alertando o jorge e dizendo a onça vai te comer jorge. Era um caso muito Sério, e seu jorge ate brincou dizendo nao se meta em briga de marido e mulher. Fazemdo uso da fraze do comentarista do video, a natuzera alerta e quem tem juízo obedece. Seu Jorge foi avisado mas nao se cuidou e infelizmente o pior aconteceu !! 😢😢"
1,1,1,Cadê as gravações antes e durante o ataque?
1,1,1,Esse canal está trazendo um monte de mentiras.<br>Primeiro essa região do ataque da Onça só tem acesso por água ou seja tem que ir de barco ou com aeronave.<br>Segundo a região é toda alagada no entanto é impossível de ter trilhas clandestinas pra caçadores que esse comentarista  fala ( mentiroso ).<br>Terceiro  lá é uma região de pesca não uma região pra se criar gado a não ser que os bois sejam anfíbios.<br>Pessoal não acreditem nesse mentiroso ele só quer ganhar seguidores. <br>Já está denunciado.
1,1,0,"Ow, monta um Canal só pra onça e deixa esse aqui com diversidade como era antes."
1,1,1,Vc diz isso porque nao sabe o que é uma onça te encarando...
1,1,1,Ese tivesse cachorro ia pra vala tbm😂
1,2,1,Deveria ter cachorros para avisa- lo e claro ter rádio  para barulho. ARMADILHAS  ao redor para afugentar .  FIQUEI  triste pelo SENHOR 😢.  Meus pêsames a toda Família.
0,1,1,Bicho ruim
1,1,1,Muito legal ver os dois juntos!❤
1,1,1,Oi<br>Irmã HEIIYN
1,1,1,Tem q investigar TUDO
1,0,1,boa tarde seu jogi ele não vijiou sua vida ele vacilo não era pra ele tá sor
1,1,1,"Nãããã onça não ataca ninguém não, essa devia ser uma anomalia daquele do filme Matrix"
1,1,1,Nada ver
2,1,1,🌎🌍🌏🐆🔦📸📹
1,1,1,Tipo minha esposa 😂.
1,1,2,"Parabéns pelas informações, essa é a melhor e bem mais esclarecedora reportagem."
0,1,1,NÃO é os animais que ultrapassam mas sim o bicho home quwe quer tomar posse de tudo
0,1,1,Bora matar e comer onça e boa
0,1,1,"claro que onça ataca humanos, pergunte a um indio, caçador ou ribeirinhos nativos, a resposta nao será outra, elas atacam humanos sim."
1,2,1,É muito triste oq aconteceu com sr Jorge q Deus conforme os familiares e amigos dele.
2,1,1,"Acho é pouco, sempre torço pra os animais"
0,1,1,Todo mundo sabe que essa onça tava andando na casa do cra
1,1,1,"Poderia soltar nas três poderes, nao temos pressa ."
1,1,1,Magra de maneira nenhuma..E se eram três cadê as outras? Com certeza teremos mais vítimas.
1,1,1,"Interessante, por que o Biólogo tem o conhecimento teórico e o Rasmussen tem o conhecimento prático, de quem esteve em campo.<br>É igual ao engenheiro e o técnico."
1,1,1,Eos causos Bruno
1,1,1,Sofrimento desse homem
1,1,1,Eu sempre sou a favor dos animais ❤
1,2,1,Lamentável!
0,1,1,"Jamais se pode dar mais valor um animal do que um ser humano e vejo que muitos tão usando essa prática só pelo fato de não ser parente, porque essa distorção é falta de amor ao próximo? Em alguns casos de cães ferozes que fizeram vítimas já houve por bem a execução das feras e pq nesse caso tem que ser diferente?"
1,1,1,"Mas sao 3 onça, como sabe se foi essa?? <br>Se nao capturar as outras vai ter mais caso como de Seu Jorge!"
1,1,1,"Biólogo Henrique, toma cuidado com as suas thumbs. Tem algumas thumbs suas com foto sorrindo em vídeos como esse de acidente. Eu não me importo muito com isso, sei que não é com maldade, mas tem gente que sim."
1,1,1,A culpa é do agro.
1,1,1,A alguns anos eu e um amigo estavamos pescando paramos na ponte quando olho pro rio 2 gatos pretos la falei pra ele olha 2 gatos e pretos  ele isso ai nao e gato nao Andre e onca negra olhei bem percebi que era filhotes de onca ai falei se os filhotes estao aqui a mae esta perto nao esta ele disse sim falei to indo pra longe daqui entao
0,0,1,"Mas se essa regiao é preservada , porque tem gente morando lá ? Deveriam cercar toda a area de uma vez e nao permitir que pessoas entrem na regiao .   Se ele era caseiro,é porque tomava conta de alguma propriedade de outra pessoa, ou seja , ta tudo errado nesse lugar aí. &quot;Preservar&quot; a regiao e deixar pessoas e animais na mesma area, nunca vai dar certo.  <br>E como ja foi dito em outro comentario : Cade as filmagens? A camera gravou a onca passando por la mas nao gravou atacando?"
1,1,1,Concordo com você querida povo não sabe e nada só conversa fiada😢😢
1,1,1,Essa  não  é  a  onca  q  matou  o  caseiro .<br>Conversa  fiada
1,0,1,Ele ia virar almoco da onca😅😅😂😂
1,1,1,Fora uma pistola carregada.
1,1,1,A ganância do homem faz com que ele invada o território  dos animais e aí vem as consequências infelizmente
1,1,1,LEVA NO STF TEM 11😂😂😂😂
1,1,1,Apaga todos os comentários do meu celular e o comentário da onca pintada
1,0,1,Alimentou a onça e a onça foi atrás de alimento.
1,0,1,Também.corcodo.la.nao.e.lugar.de.seruhumanos.morar.tao.tomado.os.espacos.dos.animais
0,2,1,"Lamentável, que Deus o tenha e conforte os familiares. Com ctz pagou pelo erro de outros.  As pessoas estão cada vez mais insensíveis, não tem um pingo de respeito pelo ser humano. Não respeitam o ser humano q morreu, só faltam pegar essa onça no colo e levar pra casa."
1,1,1,Isso é um crime se eu ver te denúncio pra polícia
0,0,1,"O Jorge é quem o conhecia moscaram,era bem óbvio que a onça estava caçando ele já,por isso ela ia lá,no mínimo sabendo que tinha uma onça indo lá,era pra ele andar armado pelo menos,alguém deveria ter alertado ele"
0,1,1,hipocrisia pura deste que defende onça assassina 😂😂😂😂 sabe de nada a onça tem mais valor do que as seres humanos 😢😢😢
2,0,1,"Quem invade o lugar são essas pessoas idiotas , os bichos querem sua floresta de volta, fora agro!"
1,1,1,"Pois a culpa da morte dele é do dono da fazenda, se tivesse cachorro ele avisava ou a onça pegaria o cachorro ao invés de pegar o ser humano , por mim esse fazendeiro deve ser preso​@@carcarasilvestre8526"
1,1,1,"Se encontrar uma onça chame o Ibama, só que não dará tempo nos desculpa 😂"
1,0,1,ele confiou de mas
1,2,1,🙄
1,1,1,Entendi
0,0,1,Vem morar na roça e conversar com as onças...vai dar muito certo!
1,1,2,"Vídeo sem sensacionalismo, muito bom e explicativo"
0,1,1,"Uma onça jovem atacou o Jorge e a arrastou, depois outras onças se alimentaram"
1,1,1,Vai começar  a casa desses bixo
1,1,1,Kkkkkk eu como frango e carne de boi a onça come o até ver pela frente até mesmo humano
2,1,1,Que animal  lindo   🐆🐆🐆
1,1,1,Lá vem a narrativa do agro vilão 😴
1,1,1,Concordo perfeitamente
1,1,0,"Que video idiota . O senhor nao foi encontrado ferido,foi achado so as pernas ,o resto foi devorado ."
0,1,1,A onça não é mesma  mesmo porque tenho uma conhecido que tem fazenda lá perto do ataque da onça  !! E falou que onça que atacou o cara ainda está viva e esta na região
0,1,1,Teria que ter abatido o animal antes
1,1,1,"Brasil a digitalalicao primeiro que alfabetizar .. vida de gado .. povo marcado , povo feliz .."
1,0,1,Quem Ceva Onça no fim descansa na Pança ...
1,2,1,Meus sentimentos aos familiares
1,1,1,e se um macaco comer carne humana?
1,1,1,"Enfim. Se foi realmente a onça. Não há o que se fazer. O bicho não tem culpa. Eu mesmo duvidando, prefiro acreditar que foi onça. 😢"
1,1,1,A Natureza cobra
1,1,1,Faltou pwgar as treis
1,1,1,Saia zar😮
1,1,1,Esse Brasil é uma vergonha  um homem sozinho no meio de um perigo desse não pode se proteger
1,1,2,Reportagem completa e educativa 😊
1,1,1,"Henrique, tenho um vídeo muito legal pra você identificar uma coral! Como envio pra você?"
1,1,1,Eu já fugi de uma aranha na hora do desespero e se acha que com uma onça vou conseguir fazer tudo isso 😂😂😂🙄
0,1,1,"​@@thiago_021ele vive falando que onça não ataca seres humanos, e se atacar, ela não carrega, e aí está a prova gravada que ela mata mesmo sem estar acuada"
1,1,1,Andar na Amazônia é bem mas seguro doq andar em algumas cidades do Brasil kkk
1,1,1,Eu vou chamar minha amiga para ir aí porque ela adora onça pintada dependendo ela vai conseguir adestrar onça
1,1,1,"Os animais, principalmente os felinos, estao perdendo seu habitat natural, porque o próprio homem estão fazendo isso. Estão invadindo o território deles, por isso eles invadem o espaço humano."
1,1,1,🌎🌍🌏🍫🗺 saúde
1,1,2,Adorei a maneira que foi colocada a narrativa. Prendeu mr do início ao fim.
1,1,0,"E mais um adendo,isso não aconteceu de noite"
1,0,0,Pôr favor biólogo Henrique seja mais objetivo o seu canal está começando a ficar mano tomo ou seja está ficando muito chato
2,1,1,"Muito mais honra!!!!<br>Animal age por instinto, já a FERA HUMANA  mata por prazer.<br>Voce ja visitou o CAMPO DE CONCENTRAÇAO DE AUCHWTZ, na Polonia????<br>Lá eram feitos ASSASSINATOS EM MASSA de seres humanos, tudo muito bem pensado e executado por outros seres humanos nem tao bonzinhos ou honrados, como voce diz.<br>Vo ce ja leu sobre a BOMBA DE HIROSHIMA, no Japao????  Tudo feito e executado por seres humanos contra outros seres humanos. <br>Tem gente nascendo defeituosa  até hoje, devido á RADIACAO.<br>Entao a gente conclui que o animal é muito melhor que o ser humano.<br>A Onça estava faminta , estao destruindo o habitat dela aí no Mato Grosso.<br>Vem para Sao Paulo, á noite, nas ruas e voce vai ver FERA<br> HUMANA."
1,1,1,Vai pensando assim  vai vai...que tivrr na frente elas ataca.....cad
1,1,1,Cadê aquele Biólogo de condomínio que fala que onça não ataca pessoas......
1,1,1,"O homem pérde para o mosquito da dengue  , não vai perder pra onça  😊😊😊<br>Perdi 4 colegas de trabalho comidos pôr onça no município de Vilhena no estado de Rondônia  , 😊😊😊"
0,1,1,"Lembra um pouco o caso dos leões de Tsavo que se alimentavam de humanos, e recentemente foi feito uma perícia nos restos desses dois leões onde descobriram que eles não eram animais saudáveis, tinham muitos problemas dentários e em outros ossos."
1,1,1,"​@@zenobiomido5348Mas não tem vídeo de ataque. O cara que gravou o vídeo, ele trabalha lá. E quando ele chegou no local, ele deparou com isso."
1,1,1,Tivesse cachorro não tinha acontecido isso com
1,1,1,Comentário desnecessário
2,1,1,Não  entendo porque irão capturar o felino.<br>A culpa é nossa por ter invadido o território delas. Agora quer culpar o felino.<br>O ser humano  vem tomando  o espaço dos animais.  <br>Tudo tem suas consequências.<br>A lei do retorno.
1,1,1,É estranho o fato de até agora não fizeram nenhum exame para determinar se ela comeu ele ou não. No Brasil tudo demora
0,0,1,Cara vacilou demais  essa e a verdade se eu estou num lugar desse ela nao me pegava pq antes dela me pega eu passava o burraio nela
0,1,2,"Reportagem de respeito,que bom que não mataram a onça, infelizmente ocorreu uma fatalidade ela precisa ser levada para uma floresta densa. Parece que havia uma fêmea e outro macho também ouvi um rapaz falar em um video."
1,1,1,Se o cara mata a onça o cara é errado
1,1,1,Quer dizer que agora todos nós que vive da roça mora na roça vai ter que mudar pra Cida por causa de onça é brincadeira viu
1,2,1,Meus sentimentos as famílias 😢
1,1,1,Porque estão destruindo os habitats naturais delas pra construir condomínios de luxo 😢
1,1,1,Eu ouvi ate o final.a culpa é dos humanos.egoístas que brincam com.a natureza
1,1,1,"Eu gostaria de saber quem está errado nessa estória? Se aí e lugar do abitar do animal, porque as pessoas insistem em invadir o espaço dos animais.😊"
1,1,1,parece o indiana Jonas
1,1,1,Se o homem tivesse matado a onça pra se defender ele já estava na cadeia mas foi ao contrário a onça tá sendo protegida.cuidado esperimentol sangue ela vai querer maís
1,2,1,Se jogue estava falando a verdade e ninguém tomou as providências não se importou com um homem trabalhador e onesto
1,1,1,"Ele também já foi acusado de pagar pescadores para abater um boto rosa para (veja só) forjar uma denuncia de caça ilegal durante o quadro que fazia no Fantástico. Se não me engano, também já foi multado pelo IBAMA por maus tratos a animais."
1,0,1,Achou que podia ser amigo da onça.
1,2,1,Difícil não relaxar morando há tanto tempo no mesmo local. Acaba acostumando.
1,1,1,"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=540"">9:00</a>"
1,1,0,"Nao foi assim ! Relato do sobrinho por audio disse que o seu jorge viu a onça  , tentou voltar p casa , ela atalhou ele , ele tentou ir pro barco novamente, ela bloqueou de novo e ja atacou no rosto dele"
0,1,1,deve mata as outras vendo ela come vai come também
1,2,1,Meu Deus Q tragédia. Meus sentimentos toda família
1,1,2,Ótimo vídeo. Parabéns ao canal.
1,1,1,"já  fui capataz de fazenda, as vezes tinha que sair pra fora mesmo pra ver o que estava acontecendo, mas nunca sai sem o 38 já engatilhado e municiado numa mão o 38 e na outra o facao."
1,1,1,Não falo mais nada fui falar no telegram de um aí fui bloqueada
1,1,1,"O vídeo começa <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=366"">6:06</a>"
1,1,1,Mesmo morrendo tanta gente por esse felino.<br>Ainda existe mimi que nao pode matar essas desgraça...<br>Sabe porque existe esse mimi? Porque quem cria as leis estão protegido por muros e cidades....tem que liberar a caça e ponto final.<br>Uma vida humana vale mais que qualquer animal.......
1,1,1,Não deixam o Richard falar...
1,2,2,Parabéns à reportagem! Meus sentimentos à família!
0,1,1,A onça foi capturada mas tá viva porque não mata essa fera
1,1,1,Que emocionante 🐂
0,1,1,Com certeza a vida da onça é muito mais importante. Jorge é insignificante. Os ambientalistas vao dizer foi uma fatalidade.<br>O.homem deve ser o.predador e nao a.presa.
1,1,2,"Tive o prazer de encontrar Richard aqui na cidade. Pensa em um cara tranquilo, humilde, que transmite uma paz absurda.  Um dia ainda terei o prazer de encontrar também o Biólogo Henrique."
1,1,1,"Enquanto a onça comia esse coitado, o Lula comia nossa aposentadoria. Faz o L!"
1,1,1,Foi de Vasco 😮
2,1,1,"O certo é ter cuidado. Os animais têm seu instinto e devem ser respeitados. Mais predador e nocivo que o ser humano, eu desconheço, nem por isso ninguém monta grupos para exterminar a espécie humana. Parabéns aos profissionais locais que capturaram o animal sem o machucar."
1,1,1,"Sim, o anjo da guarda dele o deixou morrer"
1,1,1,"ele e um conhecido meu, eu sou do MS"
1,1,1,"Meu Avô paterno pai do meu padrasto falecido já ele sempre dizia e contava histórias sobre onças, ele contou que uma vez deu um tiro na onça e pegou de raspão tava ele e um amigo dele caçando, ele disse pro amigo que ele iria atrás deles pra se vingar e não deu outra , ela voltou e ele já estava esperando e matou ela. Sdds do velho Chinca caçador nato."
0,1,1,"O certo é que essa fera escapou de uma 20 com chumbo SG,de uma boa tocaia…"
1,1,1,Até pensei na hipótese de sed lobisomem devido a época de quaresma.
1,1,1,Devia ter uma matilha de cachorros pelo menos
1,1,0,"Ō seu mané mentiroso, cadê o vídeo mostrando como foi o ataque? Não é esse o título da sua postagem? Agora bonito pra tua cara ficar enganado os seguidores do teu canal. Perdeu bonito agora! 😡😡😡"
0,1,1,"Ela invadiu o abitat dele , não tem q havaliar nada , extermínio urgente"
0,1,1,Sim abatida urgentemente
0,2,1,Felinos sso caçadoras ela estava cacanfo e com fome. Judiacao também para o Senhor não teve chance. Meus sentimentos a família. <br>Os animais tem extintos assim Deis os criou.
1,1,1,"🐆🙁mas que onça faminta e brava é essa, façam o mesmo com ela, abatem se não vai atacar outra pessoa🐆🤗"
1,2,1,"Vocês tinham quê ter vergonha de estar chamando o cadaver do senhor Jorge de carcaça, como o estado consegue dar cargo prá pessoas tão desprezível como esse cidadão quê está dando entrevista. Em primeiro lugar estado tinha quê proteger a vida do senhor Jorge."
1,1,1,Acho cup<br>a do fazendeiro.
1,1,1,"A onça e o leão são os animais que acho mais bonitos e admiro junto com cachorro, golfinho, orcas, elefantes, girafas, macacos, etc. Quero todos preservados e livres, mas qualquer indivíduo deles que provou carne humana tem que ser sacrificado. Aprendi isso com vcs biólogos e veterinários. Hoje em dia gourmetizam tudo. Se uma onça dessa msm que em cativeiro porcriar seus filhotes já nascerão com esse gene de se alimentar de seres humanos."
1,1,0,"Não foi assim não, dizen que ele saiu pra buscar mel ela já tava  na espera dele, porque já o vigiava a dias,, estava só esperando o momento exato!!"
1,1,1,tudo está no controle do nosso Deus ❤❤❤❤❤
1,1,0,a onça já foi criada junto com ele e ele fez umas montagens como se estivesse atacando ele😊😂
2,0,1,Chegou a turma do &quot;deus conforte &quot;🥸
1,1,1,Ss e principalmente o porte de armas porque vários cachorros até Pit Bull viram lanche mais os cachorros alertam o perigo
1,1,1,"Presa em potencial, ela pensa duas vezes antes de atacar, a não ser que esteja faminta"
1,2,1,Meus sentimentos pelo senhor Jorge 😢
1,1,1,Só espero que não matem a onça...
1,1,1,@@ErikNascimento-o3n e o que o IBAMA tem a vêr com isso? Por acaso o IBAMA é o dono das onças? Foi o IBAMA quem colocou a onça ora atacar o homem?
1,1,0,E o vídeo dele batendo continência pro senhor falecido com uma cara de deboche...cara ridiculo!
1,0,1,Nem índio anda desarmado!<br><br>Pelo menos uma zagaia!
1,1,1,Trocaria a vida do seu pai por uma onça? Ou só deseja isso aos outros?
1,1,1,"Eu sou daqui da região <br>E conheço o pessoal q estava na busca pelo Jorginho <br>E vou deixar vcs realmente informados..<br>No dia q a onça voltou , eles estavam esperando ela armados e na hora q ela pulou pra dentro ,foi bala nela  e já era ..<br>De manhã o pessoal do CRAS chegaram e conseguiram capturar uma das 3 onças q rodeava a casa porq o Jorginho dava comida pra elas ... Essa não é a mesma onça do ataque , <br>Espero q a verdade seja dita logo pela mídia"
0,1,1,"Tem nada de atípico uma onça atacar o ser humano. Essa onça não pode voltar a natureza, prisão perpétua pra ela não matar mais ninguém.<br>Só falam em proteger a onça e nada de proteger a população. Quando crianças começarem a morrer, aí a ficha vai cair pra autoridades."
1,1,1,Papo de comunista.
0,1,1,"Eu vou comentar hoje não tem tanta mata mais a onça migrou para os caviais os canavial tá cheio de onça ,<br>Onça preta onça parda onça pitada onça lobo preto todas onça <br>Fez alimentar as onça."
1,1,1,E mesmo falou tudo
1,1,1,Falou tudo
1,1,1,Caçar tua mãe no meio do mato
2,1,1,Estão invadindo o território dela
1,1,1,"Nesse feriado eu e meu marido vimos uma onça parda perto do acostamento na BR 262, a noite...no trecho entre Ribas do Rio pardo e Água clara."
1,2,1,Que DEUS conforte toda a família do Senhor Jorge ! 😢🙏🏻
0,0,1,"😲 acho que ela tava com muita fome e achou uma presa fácil que não tinha como se defender, essas pessoas às vezes se expõem muito  sem ter noção de tão perigoso são esses animais selvagens 😢"
1,1,1,O &quot;FATO&quot; só confirma uma coisa. Como o uso de arma de fogo pra defesa pessoal pode ser uma questão tão difícil no Brasil? Dentro da propriedade não era pra ser siquer questionado pela justiça.. arma fogo garanti a defesa que o ESTADO nunca pode oferecer.
1,0,1,Como Ele já sabia que o Animal já rondava aquele ambiente a casa 🏠 Ele deveria anda sempre armado
1,1,1,🙏🙏🙏🙏🙏
1,1,1,Tem rir mesmo o entrevistador com dúvida se a onça tem vantagens físicas sobre o ser humano.
1,1,1,Instituto onça pintada
1,1,1,Linda vc 🥰🥰
1,1,1,@@mateslareal978foi justamente essa arma que a onça comeu.
1,1,1,INSTITUTO &quot;PASSA PANO&quot; PRA ONÇA 😉
1,1,1,Eu que gosto de pescar tô vento onça demais.Acho que agora vou ir de capacete de aço ao invés de chapéu
1,1,1,Eu acredito concerteza que ataque desse predador feroz não foi assim irmão obrigado mostrar um vídeo para as pessoas que andam por Air aonde tem esse animal.
1,1,0,Nn foi de noite
0,1,1,"Se devorou a pessoa tem que capturar a onça,se não pode virar um devorador de homens,como leopardos e tigres na Índia"
1,1,1,O que é cevada ?
1,1,1,O vídeo incondicional parece que tava pressentindo o q ocorreria depois 😢
0,1,1,Só tem um jeito a fazer botar homem armado nas matas para matar essas onças não é liso onça comer ser humano e deixar salsa viva tem que matar tem que ser abatida
1,1,2,"A cara, o conhecimento é o MELHOR CONTEUDO que um programa pode ter!!!"
